#Ion	Wavelength [A]	gamma	f_value	alt name
H I	1215.670100	6.265000e+08	4.164000e-01
H I	1025.722300	1.897000e+08	7.912000e-02
H I	972.536800	8.127000e+07	2.900000e-02
H I	949.743100	4.204000e+07	1.394000e-02
H I	937.803500	2.450000e+07	7.799000e-03
H I	930.748300	1.236000e+07	4.814000e-03
H I	926.225700	8.255000e+06	3.183000e-03
H I	923.150400	5.785000e+06	2.216000e-03
H I	920.963100	4.210000e+06	1.605000e-03
H I	919.351400	3.160000e+06	1.200000e-03
H I	918.129400	2.432000e+06	9.210000e-04
H I	917.180600	1.911000e+06	7.226000e-04
H I	916.429000	1.529000e+06	5.770000e-04
H I	915.824000	1.243000e+06	4.690000e-04
H I	915.329000	1.024000e+06	3.860000e-04
H I	914.919000	8.533000e+05	3.210000e-04
H I	914.576000	7.186000e+05	2.700000e-04
H I	914.286000	6.109000e+05	2.300000e-04
H I	914.039000	5.237000e+05	1.970000e-04
H I	913.826000	4.523000e+05	1.700000e-04
H I	913.641000	3.933000e+05	1.480000e-04
H I	913.480000	3.443000e+05	1.290000e-04
H I	913.339000	3.030000e+05	1.140000e-04
H I	913.215000	2.679000e+05	1.010000e-04
H I	913.104000	2.382000e+05	8.900000e-05
H I	913.006000	2.127000e+05	8.000000e-05
H I	912.918000	1.907000e+05	7.100000e-05
H I	912.839000	1.716000e+05	6.400000e-05
H I	912.768000	1.550000e+05	5.800000e-05
H I	912.703000	1.405000e+05	5.300000e-05
H I	912.645000	1.277000e+05	4.800000e-05
H I	911.763300	1.000000e+00	6.300000e-18
D I	1215.339400	6.270000e+08	4.165000e-01
D I	1025.443300	1.897000e+08	7.910000e-02
D I	972.272200	8.127000e+07	2.901000e-02
D I	949.484700	4.204000e+07	1.395000e-02
D I	937.548400	2.450000e+07	7.808000e-03
D I	930.495100	1.237000e+07	4.817000e-03
D I	925.973700	8.261000e+06	3.184000e-03
D I	922.899000	5.789000e+06	2.216000e-03
D I	920.712000	4.214000e+06	1.605000e-03
D I	919.102000	3.162000e+06	1.201000e-03
D I	917.879000	2.434000e+06	9.210000e-04
D I	916.931000	1.913000e+06	7.230000e-04
D I	916.179000	1.531000e+06	5.770000e-04
D I	915.575000	1.244000e+06	4.690000e-04
D I	915.080000	1.025000e+06	3.860000e-04
He I	584.334000	2.000000e+08	2.850000e-01
He I	537.029600	2.000000e+08	7.520000e-02
He I	522.212800	2.000000e+08	3.070000e-02
He I	515.616500	2.000000e+08	1.540000e-02
He II	303.782200	6.270000e+08	4.160000e-01
He II	256.317000	1.897000e+08	7.900000e-02
Be II	3131.329200	1.130000e+08	3.321000e-01
Be II	3131.974200	1.129000e+08	1.660000e-01
Be II	1036.319000	1.846000e+08	2.769000e-02
Be II	1036.299000	1.846000e+08	5.538000e-02
B II	1362.463000	1.190000e+09	9.960000e-01
C I	1139.791900	2.100000e+07	1.230000e-02
C I	1155.809200	8.190000e+06	4.920000e-03
C I	1157.330000	3.980000e+06	1.120000e-03
C I	1157.909700	3.510000e+07	2.120000e-02
C I	1188.832900	1.950000e+07	1.240000e-02
C I	1193.030000	6.390000e+07	4.090000e-02
C I	1193.995400	1.940000e+07	1.240000e-02
C I	1260.735100	2.400000e+08	5.070000e-02
C I	1276.482200	8.030000e+06	5.890000e-03
C I	1277.245200	2.320000e+08	8.530000e-02
C I	1280.135200	1.060000e+08	2.630000e-02
C I	1328.833300	2.880000e+08	7.580000e-02
C I	1560.309200	1.270000e+08	7.740000e-02
C I	1656.928400	3.600000e+08	1.490000e-01
C II	1334.532300	2.880000e+08	1.278000e-01
C II	1036.336700	2.200000e+09	1.180000e-01
C III	977.020100	1.760000e+09	7.570000e-01
C IV	1548.204100	2.642000e+08	1.899000e-01
C IV	1550.781200	2.628000e+08	9.475000e-02
N I	1200.709800	4.000000e+08	4.320000e-02
N I	1200.223300	4.020000e+08	8.620000e-02
N I	1199.549600	4.070000e+08	1.300000e-01
N I	1134.980300	1.440000e+08	4.023000e-02
N I	1134.414900	1.490000e+08	2.683000e-02
N I	1134.165300	1.510000e+08	1.342000e-02
N I	965.041300	8.160000e+07	5.801000e-03
N I	964.625600	8.310000e+07	1.180000e-02
N I	963.990300	8.550000e+07	1.837000e-02
N I	954.104200	1.410000e+08	4.000000e-03
N I	953.970000	2.030000e+08	3.480000e-02
N I	953.655000	2.100000e+08	2.500000e-02
N I	953.415000	2.190000e+08	1.320000e-02
N II	1083.990000	3.740000e+08	1.031000e-01
N II	915.612000	1.270000e+09	1.449000e-01
N III	989.799000	5.000000e+08	1.066000e-01
N V	1238.821000	3.391000e+08	1.570000e-01
N V	1242.804000	3.356000e+08	7.823000e-02
O I	1355.597700	5.560000e+03	1.160000e-06
O I	1302.168500	5.650000e+08	4.800000e-02
O I	1039.230400	1.870000e+08	9.070000e-03
O I	1026.475700	4.580000e+07	8.710000e-08
O I	1025.761600	1.020000e+08	1.630000e-02
O I	988.773400	2.260000e+08	4.650000e-02
O I	988.654900	5.660000e+07	8.300000e-03
O I	988.577800	6.290000e+06	5.530000e-04
O I	976.448100	8.010000e+07	3.310000e-03
O I	971.738200	8.580000e+07	1.160000e-02
O I	971.737600	1.460000e+07	2.070000e-03
O I	971.737100	1.630000e+06	1.380000e-04
O I	950.884600	3.876000e+07	1.580000e-03
O I	948.685500	2.900000e+07	6.310000e-03
O I	937.840500	1.102000e+07	8.770000e-04
O I	936.629500	1.704000e+07	3.650000e-03
O I	930.256600	6.900000e+06	5.370000e-04
O I	929.516800	1.000000e+07	2.290000e-03
O I	925.446000	4.600000e+06	3.540000e-04
O I	924.950000	1.000000e+07	1.540000e-03
O I	922.200000	3.210000e+06	2.450000e-04
O I	921.857000	1.000000e+07	1.080000e-03
O I	919.917000	2.330000e+06	1.770000e-04
O I	919.658000	1.000000e+07	7.920000e-04
O I	919.222000	1.740000e+06	1.320000e-04
O I	918.044000	1.000000e+07	6.140000e-04
O I	916.960000	1.330000e+06	1.010000e-04
O I	916.815000	1.000000e+07	4.740000e-04
O II	834.465500	2.000000e+08	1.320000e-01
O II	833.329400	2.000000e+08	8.860000e-02
O II	832.757200	2.000000e+08	4.440000e-02
O III	832.927000	2.000000e+08	1.070000e-01
O III	702.332000	2.000000e+08	1.370000e-01
O IV	787.711000	2.000000e+08	1.100000e-01
O VI	1031.926100	4.149000e+08	1.329000e-01
O VI	1037.616700	4.076000e+08	6.609000e-02
O VII	21.601690	3.320000e+12	6.960000e-01
O VII	18.627990	9.350000e+11	1.460000e-01
Ne VIII	780.324000	1.000000e+08	5.050000e-02
Ne VIII	770.409000	1.000000e+08	1.030000e-01
Na I	5891.583300	6.157000e+07	6.408000e-01
Na I	5897.558100	6.139000e+07	3.201000e-01
Na I	3303.369000	9.641000e+06	9.200000e-03
Na I	3303.978000	9.639000e+06	4.600000e-03
Na I	2853.012000	5.540000e+05	6.770000e-04
Na I	2852.811000	5.540000e+05	1.350000e-03
Mg I	2852.963108	5.000000e+08	1.830000e+00
Mg I	2026.476800	6.120000e+07	1.130000e-01
Mg I	1827.935100	1.610000e+07	2.420000e-02
Mg I	1747.793700	6.610000e+06	9.080000e-03
Mg I	1707.060600	3.330000e+06	4.370000e-03
Mg II	2796.354300	2.625000e+08	6.155000e-01
Mg II	2803.531500	2.595000e+08	3.058000e-01
Mg II	1240.394700	1.540000e+06	3.560000e-04
Mg II	1239.925300	1.370000e+06	6.320000e-04
Mg II	1026.113400	2.480000e+06	3.920000e-04
Mg II	1025.968100	2.350000e+06	7.430000e-04
Mg IIa	2796.355300	2.625000e+08	6.155000e-01
Mg IIa	2803.532400	2.595000e+08	3.058000e-01
Mg IIb	2796.351100	2.625000e+08	6.155000e-01
Mg IIb	2803.528300	2.595000e+08	3.058000e-01
Mg IIc	2796.347300	2.625000e+08	6.155000e-01
Mg IIc	2803.524400	2.595000e+08	3.058000e-01
Al I	3945.122400	1.480000e+08	1.160000e-01
Al I	3083.046200	7.450000e+07	1.770000e-01
Al I	2367.775000	7.580000e+07	1.060000e-01
Al I	2264.164700	7.140000e+07	8.920000e-02
Al II	1670.788600	1.390000e+09	1.740000e+00
Al III	1862.791130	5.340000e+08	2.780000e-01
Al III	1854.718290	5.420000e+08	5.590000e-01
Si I	2515.072500	2.220000e+08	2.110000e-01
Si I	1845.520500	1.760000e+08	2.700000e-01
Si I	1693.293900	1.210000e+08	1.560000e-01
Si I	1631.170000	1.714000e+08	2.051000e-01
Si I	1562.002000	3.425000e+08	3.758000e-01
Si II	2335.123000	9.610000e+03	4.250000e-06
Si II	1808.012880	2.380000e+06	2.080000e-03
Si II	1526.706980	1.130000e+09	1.330000e-01
Si II	1304.370200	1.010000e+09	8.630000e-02
Si II	1260.422100	2.950000e+09	1.180000e+00
Si II	1193.289700	4.070000e+09	5.820000e-01
Si II	1190.415800	4.080000e+09	2.920000e-01
